chr,start,end,n,meanDiff,group1.mean,group2.mean,tstat.sd,direction,fwer
chr2,64833176,64833648,6,-0.36750202,0.314384059,0.681886079,0.063490007,hypo,0
chr16,30772023,30772292,6,-0.367221203,0.39474573,0.761966933,0.064406081,hypo,0
chr3,119809604,119810238,4,-0.367045869,0.341208635,0.708254504,0.054907182,hypo,0
chr17,60171359,60171747,4,-0.36702109,0.376514069,0.74353516,0.058027811,hypo,0
chr11,109826644,109827002,6,-0.366977105,0.471793181,0.838770286,0.060161944,hypo,0
chr12,1663817,1664617,9,-0.366671228,0.166612158,0.533283386,0.053499362,hypo,0
chr4,186126212,186126367,4,-0.366540494,0.283259295,0.649799789,0.059067036,hypo,0
chr8,145648406,145648606,3,-0.366298453,0.453538062,0.819836516,0.058506346,hypo,0
chr5,56467811,56468004,8,-0.366227287,0.363317174,0.729544461,0.053749868,hypo,0
chr17,33409219,33409418,3,-0.366031073,0.361475858,0.727506931,0.054744558,hypo,0
chr17,45001432,45001689,3,-0.365898117,0.425037786,0.790935903,0.05608383,hypo,0
chr8,48874653,48874810,4,-0.365712904,0.437135979,0.802848883,0.056485488,hypo,0
chr19,10526318,10526652,10,-0.365571309,0.248890026,0.614461334,0.05949801,hypo,0
chr10,65280165,65280618,6,-0.36553599,0.340675647,0.706211636,0.062151922,hypo,0
chr12,12164740,12165279,13,-0.36546179,0.255530457,0.620992247,0.059892536,hypo,0
chr5,110088909,110089198,3,-0.365458648,0.486683822,0.85214247,0.054830441,hypo,0
chr3,3169515,3169663,8,-0.365399791,0.252029192,0.617428983,0.058576026,hypo,0
chr13,49104120,49104331,7,-0.365136436,0.516515358,0.881651794,0.059746002,hypo,0
chr19,13055476,13055608,3,-0.365082127,0.490194118,0.855276246,0.061607449,hypo,0
chr8,107757679,107758186,6,-0.365067761,0.364580082,0.729647842,0.058979267,hypo,0
chr12,29532872,29533034,3,-0.364904947,0.298034331,0.662939278,0.056037776,hypo,0
chr19,45274828,45274923,4,-0.364822514,0.502149793,0.866972307,0.056982952,hypo,0
chr6,11343217,11343618,9,-0.364603043,0.473927707,0.83853075,0.052903442,hypo,0
chr10,13627925,13628189,4,-0.364540695,0.41081511,0.775355805,0.055767185,hypo,0
chr18,2927070,2927365,4,-0.364436223,0.521038192,0.885474415,0.059457522,hypo,0
chr17,43228100,43228370,5,-0.364325415,0.316978301,0.681303715,0.059821689,hypo,0
chr3,99822766,99822837,3,-0.364276394,0.388966671,0.753243065,0.059121593,hypo,0
chr11,108094765,108095295,7,-0.364249672,0.120571769,0.484821441,0.06224255,hypo,0
chr12,4221811,4222020,3,-0.36418409,0.475861204,0.840045294,0.059122604,hypo,0
chr8,67835853,67835902,5,-0.364107378,0.351725348,0.715832726,0.058982655,hypo,0
chr12,125260091,125260266,3,-0.363743393,0.188918789,0.552662182,0.056214775,hypo,0
chr2,25640859,25641307,7,-0.363734764,0.309058858,0.672793623,0.05473451,hypo,0
chr15,66789236,66789307,5,-0.363705381,0.433265676,0.796971056,0.060429324,hypo,0
chr12,51373082,51373375,4,-0.363665331,0.49786531,0.861530642,0.052207383,hypo,0
chr19,38859451,38860152,11,-0.363564046,0.489755727,0.853319774,0.056005255,hypo,0
chr1,11132534,11133379,20,-0.363292967,0.377399019,0.740691986,0.052910688,hypo,0
chr6,97344671,97344798,4,-0.363288022,0.34647115,0.709759172,0.056377911,hypo,0
chr16,4853550,4853574,3,-0.363242137,0.338682078,0.701924214,0.057980215,hypo,0
chr3,99823186,99823535,3,-0.363232863,0.366216817,0.72944968,0.059121593,hypo,0
chr16,50094434,50094642,4,-0.362767164,0.474120898,0.836888062,0.058352142,hypo,0
chr9,108298554,108299828,9,-0.362625102,0.387037494,0.749662596,0.055907443,hypo,0
chr10,1096284,1096693,6,-0.362587811,0.37761139,0.740199201,0.055799819,hypo,0
chr15,52756360,52758404,17,-0.362245124,0.333276638,0.695521762,0.05451955,hypo,0
chr1,229760367,229760673,6,-0.36193922,0.34241217,0.704351391,0.060661697,hypo,0
chr7,74063828,74063959,4,-0.361919799,0.305015305,0.666935104,0.05911138,hypo,0
chr18,55316863,55317194,5,-0.361823891,0.33803957,0.699863462,0.05301494,hypo,0
chr17,78630582,78630834,8,-0.361775665,0.529618101,0.891393767,0.060724767,hypo,0
chr15,60941689,60941768,3,-0.361733104,0.418032807,0.779765912,0.058437453,hypo,0
chr16,71809923,71810199,4,-0.36163074,0.32053988,0.68217062,0.058406909,hypo,0
chr12,110968519,110969288,9,-0.361573473,0.352014736,0.713588209,0.058927067,hypo,0
chr10,112147745,112148031,4,-0.361572111,0.456166638,0.817738749,0.0539768,hypo,0
chr8,101475931,101476165,7,-0.361505206,0.291895906,0.653401112,0.061599768,hypo,0
chr12,105750775,105751086,4,-0.361432346,0.28067145,0.642103796,0.062446035,hypo,0
chr1,28445201,28445526,4,-0.361423816,0.476524187,0.837948002,0.053553814,hypo,0
chr3,129398022,129398438,13,-0.361091178,0.536094918,0.897186096,0.058962709,hypo,0
chr1,27166119,27166356,4,-0.36104408,0.3625842,0.72362828,0.065270573,hypo,0
chr3,49142946,49143004,5,-0.360959277,0.558466582,0.919425858,0.066615198,hypo,0
chr1,178513647,178514091,11,-0.360890526,0.454923047,0.815813572,0.060815694,hypo,0
chr22,30334200,30334913,10,-0.360886302,0.321808878,0.68269518,0.06097352,hypo,0
chr14,64968661,64969121,9,-0.360773904,0.177751117,0.538525021,0.062000497,hypo,0
chr12,22695829,22696151,5,-0.360593615,0.40947116,0.770064775,0.059012641,hypo,0
chr13,34253392,34253771,9,-0.360205472,0.159586501,0.519791973,0.059858873,hypo,0
chr3,42057453,42057507,3,-0.360128683,0.371536567,0.731665251,0.061876083,hypo,0
chr19,3108516,3108582,4,-0.360077768,0.365983321,0.726061089,0.061335259,hypo,0
chr22,43230259,43230699,5,-0.36001919,0.360457268,0.720476457,0.059969559,hypo,0
chr16,12071747,12071858,4,-0.359642482,0.281157665,0.640800147,0.05846463,hypo,0
chr8,38860349,38860544,6,-0.359428287,0.416353606,0.775781893,0.062225062,hypo,0
chr6,36649561,36649622,5,-0.359393695,0.271595974,0.630989669,0.066351126,hypo,0
chr12,123270153,123270291,4,-0.359339337,0.467742421,0.827081758,0.054634699,hypo,0
chr6,153306264,153306827,15,-0.359261806,0.411173313,0.770435119,0.052346499,hypo,0
chr18,57543680,57543851,3,-0.358940539,0.396678112,0.755618651,0.057704846,hypo,0
chr15,42797402,42797554,5,-0.358919054,0.216921646,0.575840699,0.063407985,hypo,0
chr11,47239615,47240556,11,-0.358772144,0.467652532,0.826424676,0.055819111,hypo,0
chr5,55360676,55361019,6,-0.358675587,0.486931866,0.845607453,0.053200736,hypo,0
chr1,6085379,6085633,3,-0.358650454,0.350449402,0.709099855,0.058421409,hypo,0
chr3,169976071,169976442,8,-0.358546877,0.475464974,0.834011851,0.05204222,hypo,0
chr11,93471889,93472598,9,-0.358419804,0.122701321,0.481121125,0.060166522,hypo,0
chr1,70877963,70878026,3,-0.358376749,0.310123854,0.668500603,0.062117955,hypo,0
chr19,5975213,5975294,3,-0.358120447,0.411655977,0.769776424,0.065462678,hypo,0
chr3,48593730,48593823,3,-0.358077532,0.222693651,0.580771183,0.052525911,hypo,0
chr2,24625538,24625714,7,0.357904416,0.792059727,0.434155311,0.05538512,hyper,0
chr1,76253905,76254156,4,-0.357837741,0.09561277,0.45345051,0.056031788,hypo,0
chr5,143550910,143551216,3,-0.357661236,0.398593053,0.756254289,0.058673625,hypo,0
chr15,66587360,66587844,5,-0.357352291,0.257775089,0.615127379,0.055970819,hypo,0
chr6,107076199,107076305,5,-0.357318075,0.342212804,0.69953088,0.0560835,hypo,0
chr16,9179053,9179232,6,-0.357315403,0.469507768,0.826823171,0.056946911,hypo,0
chr2,144488017,144488278,3,-0.357301917,0.454776642,0.812078559,0.059538296,hypo,0
chr6,107364257,107364362,5,-0.357287527,0.451524201,0.808811727,0.057566057,hypo,0
chr6,167242995,167244844,24,-0.357269518,0.410083251,0.767352769,0.052550276,hypo,0
chr3,23922989,23923253,5,0.357229382,0.609906952,0.252677569,0.055611647,hyper,0
chr16,3161965,3162078,3,-0.357045609,0.363570974,0.720616584,0.054815039,hypo,0
chr19,16307883,16307957,4,-0.356989694,0.527319731,0.884309425,0.056297996,hypo,0
chr11,61108952,61108973,3,-0.356960766,0.514401606,0.871362372,0.057987865,hypo,0
chr2,96990031,96990195,5,-0.356747344,0.313600271,0.670347615,0.055060214,hypo,0
chr2,23602179,23603013,9,-0.356607269,0.341657633,0.698264902,0.054107749,hypo,0
chr19,1002549,1002731,3,-0.356524564,0.471877047,0.828401611,0.066861311,hypo,0
chr22,44419165,44419259,6,-0.356343479,0.509977215,0.866320694,0.058684892,hypo,0
chr1,203295421,203295702,3,-0.355969306,0.364478154,0.72044746,0.064564645,hypo,0
chr12,120570357,120570472,5,-0.355861886,0.346730248,0.702592134,0.064472086,hypo,0
chr20,35232953,35233144,6,-0.35561941,0.265025199,0.620644609,0.059298408,hypo,0
chr2,46095348,46096179,8,-0.355598862,0.255186556,0.610785418,0.056847399,hypo,0
chr12,49111395,49111440,3,-0.355099584,0.15907433,0.514173914,0.054492637,hypo,0
chr5,110087806,110088571,10,-0.354961974,0.505969928,0.860931901,0.054830441,hypo,0
chr7,26197227,26197484,4,-0.354799552,0.492863517,0.847663069,0.055302926,hypo,0
chr14,105491715,105491974,6,-0.354776194,0.457512815,0.81228901,0.05600582,hypo,0
chr12,102252648,102252732,3,-0.354768871,0.460895337,0.815664208,0.0574718,hypo,0
chr11,118956580,118956760,3,-0.354675556,0.346020431,0.700695987,0.055396499,hypo,0
chr12,12735105,12735508,5,-0.354370784,0.384230102,0.738600886,0.052375415,hypo,0
chr1,23440897,23441717,9,-0.354302083,0.436643767,0.79094585,0.055491364,hypo,0
chr16,67064565,67064788,9,-0.354173206,0.259309809,0.613483015,0.056130582,hypo,0
chr17,1799798,1799926,3,-0.354144288,0.559504085,0.913648373,0.054199838,hypo,0
chr13,30970823,30970886,3,-0.353999959,0.360062668,0.714062627,0.058902363,hypo,0
chr2,28475998,28476141,4,-0.353994604,0.517430619,0.871425223,0.05208083,hypo,0
chr10,124914875,124915082,5,-0.353964287,0.213681061,0.567645348,0.054016564,hypo,0
chr20,45194258,45194437,4,-0.353842234,0.547244391,0.901086625,0.055086763,hypo,0
chr16,73050688,73050986,5,-0.35381226,0.339949694,0.693761954,0.056091293,hypo,0
chr1,55351703,55351946,4,-0.35367619,0.36601287,0.71968906,0.061014163,hypo,0
chr22,41871978,41872342,6,-0.353610519,0.310746519,0.664357038,0.067306996,hypo,0
chr10,99096377,99096538,4,-0.353521302,0.525686103,0.879207405,0.056508363,hypo,0
chr2,113394273,113394358,4,-0.353253045,0.46266108,0.815914125,0.054199615,hypo,0
chr8,41481027,41481158,3,-0.35302609,0.246122965,0.599149056,0.062810054,hypo,0
chr3,177079534,177079580,3,-0.352884837,0.336781719,0.689666556,0.058802433,hypo,0
chr10,35474772,35475237,5,-0.352830274,0.497266432,0.850096706,0.055596571,hypo,0
chr6,108617120,108617208,3,-0.352674479,0.477370572,0.830045051,0.061050164,hypo,0
chr13,28539722,28540143,8,-0.352642005,0.320426869,0.673068874,0.06006784,hypo,0
chr1,9688493,9688613,6,-0.352356045,0.072542863,0.424898909,0.06263752,hypo,0
chr18,67564979,67565381,9,-0.352323369,0.279346512,0.631669881,0.052955412,hypo,0
chr6,158182413,158183183,18,-0.352315566,0.136904979,0.489220546,0.064122777,hypo,0
chr1,235257667,235257742,3,-0.352046683,0.412245045,0.764291728,0.057951156,hypo,0
chr3,159728425,159728734,4,-0.351927123,0.3780713,0.729998422,0.057562511,hypo,0
chr21,34611147,34611595,8,-0.351860308,0.150661136,0.502521444,0.067315523,hypo,0
chr16,23567653,23567887,8,-0.351822722,0.574450198,0.92627292,0.068917817,hypo,0
chr1,154913567,154913744,5,-0.351377328,0.229479569,0.580856897,0.058511269,hypo,0
chr11,613978,614159,3,-0.351209376,0.508432665,0.859642041,0.058511934,hypo,0
chr2,139263092,139263229,3,-0.351159233,0.304534117,0.655693351,0.057080355,hypo,0
chr7,105161518,105161621,3,-0.351149733,0.443136767,0.794286501,0.056026812,hypo,0
chr20,10650937,10651506,10,-0.350827632,0.159068177,0.509895809,0.057271826,hypo,0
chr18,21018449,21018634,4,-0.35074231,0.4196707,0.77041301,0.055542846,hypo,0
chr20,35936778,35937468,9,-0.350706713,0.421639879,0.772346593,0.057659344,hypo,0
chr5,93953033,93953196,3,-0.35068982,0.428379686,0.779069506,0.054655246,hypo,0
chr10,1039253,1039347,5,-0.350662293,0.56832887,0.918991163,0.059663118,hypo,0
chr15,42262252,42262652,3,-0.350643515,0.359930272,0.710573787,0.057110726,hypo,0
chr5,179249086,179249469,4,-0.350578335,0.400680373,0.751258708,0.054450931,hypo,0
chr10,129922889,129923388,4,-0.350441564,0.242736407,0.593177971,0.055696841,hypo,0
chr9,71791409,71791993,9,-0.350384591,0.501014233,0.851398823,0.058082559,hypo,0
chr18,60848282,60848377,3,-0.350365464,0.260401204,0.610766668,0.058781415,hypo,0
chr7,563115,563296,4,-0.350248191,0.348227536,0.698475727,0.064148899,hypo,0
chr12,95265804,95266056,5,-0.350173121,0.517264617,0.867437738,0.054715818,hypo,0
chr17,7748605,7748708,3,-0.350132977,0.353757662,0.703890638,0.062995127,hypo,0
chr14,103413164,103413280,8,-0.350118341,0.413266268,0.763384608,0.061590062,hypo,0
chr2,69609056,69609238,4,-0.349879953,0.558412562,0.908292516,0.053387349,hypo,0
chr6,149950158,149950581,4,-0.349863592,0.293412045,0.643275637,0.056818195,hypo,0
chr17,47273235,47273695,6,-0.3495765,0.574780135,0.924356635,0.05574246,hypo,0
chr3,179066689,179067057,3,-0.34930119,0.348539555,0.697840745,0.054241074,hypo,0
chr2,198362489,198362799,4,-0.349297231,0.357638419,0.706935651,0.055216398,hypo,0
chr1,1266235,1266684,13,-0.349182595,0.401581357,0.750763952,0.058218342,hypo,0
chr7,20280090,20280507,6,-0.349095085,0.34757563,0.696670714,0.053124549,hypo,0
chr1,154412839,154413408,7,-0.349077045,0.397318244,0.74639529,0.055109327,hypo,0
chr7,134332598,134332706,6,-0.34881962,0.152225604,0.501045224,0.059638639,hypo,0
chr7,134897048,134897101,3,-0.348734723,0.37260901,0.721343733,0.059773435,hypo,0
chr5,172463846,172463932,3,-0.348666861,0.379843975,0.728510836,0.065023217,hypo,0
chr11,66099059,66099166,3,-0.348469215,0.507130154,0.855599368,0.064027844,hypo,0
chr4,151907830,151908110,4,-0.348414139,0.373060544,0.721474682,0.057149424,hypo,0
chr12,28344616,28344818,4,-0.34841379,0.493792265,0.842206055,0.05896259,hypo,0
chr10,135201708,135202028,5,-0.348210756,0.29751409,0.645724846,0.064642305,hypo,0
chr4,40658129,40659200,17,-0.348201486,0.146142357,0.494343843,0.056821838,hypo,0
chr1,154412247,154412523,5,-0.348165999,0.366393744,0.714559743,0.054647307,hypo,0
chr8,681894,682030,3,-0.347733563,0.403121097,0.75085466,0.057908212,hypo,0
chr2,172013231,172013417,4,-0.34772126,0.584205374,0.931926634,0.055350342,hypo,0
chr7,134333138,134333492,7,-0.347444404,0.445041342,0.792485746,0.059638639,hypo,0
chr14,64138652,64138926,4,-0.347433075,0.516710978,0.864144053,0.053471088,hypo,0
chr16,84144125,84145281,16,-0.347230388,0.498844763,0.84607515,0.055747231,hypo,0
chr12,19610324,19610710,4,-0.346883355,0.549652869,0.896536224,0.05758598,hypo,0
chr7,3123907,3124236,4,-0.346565082,0.609321273,0.955886355,0.056226401,hypo,0
chr6,36648644,36648907,5,0.346563179,0.565755508,0.219192329,0.065231628,hyper,0
chr8,131143896,131144507,8,-0.34650743,0.474021702,0.820529131,0.057393386,hypo,0
chr1,29508990,29509216,10,0.346376687,0.704302664,0.357925977,0.066251492,hyper,0
chr6,26160318,26160655,4,-0.346316155,0.232874631,0.579190786,0.056462395,hypo,0
chr2,48544323,48544480,4,-0.345878861,0.434724718,0.780603579,0.053432386,hypo,0
chr15,45006400,45007015,7,-0.345764393,0.073502392,0.419266785,0.053110214,hypo,0
chr17,40738872,40738990,4,-0.345733911,0.488713857,0.834447767,0.060550491,hypo,0
chr3,169974362,169974558,4,-0.345680109,0.544861354,0.890541463,0.052773669,hypo,0
chr7,158405713,158406140,8,-0.345603968,0.511573909,0.857177877,0.056064269,hypo,0
chr6,26270608,26270661,3,-0.345425446,0.032965796,0.378391242,0.055400248,hypo,0
chr22,32047658,32048288,9,-0.345380618,0.367848005,0.713228623,0.05766303,hypo,0
chr19,3149726,3149846,5,-0.345292919,0.545674406,0.890967325,0.061695575,hypo,0
chr9,139382437,139382487,3,-0.345181099,0.488616337,0.833797436,0.064046096,hypo,0
chr17,73780067,73780263,6,-0.345158261,0.508923052,0.854081313,0.059170685,hypo,0
chr19,55774926,55775438,11,-0.34515036,0.515787881,0.860938242,0.061204065,hypo,0
chr10,35474116,35474327,9,-0.34485383,0.454032576,0.798886406,0.055596571,hypo,0
chr12,123013311,123013685,13,-0.344837445,0.41209406,0.756931504,0.055654075,hypo,0
chr18,13502064,13502464,7,-0.344837131,0.433764875,0.778602005,0.058067128,hypo,0
chr18,51789898,51790227,5,-0.344710068,0.311330217,0.656040285,0.057397984,hypo,0
chr15,45007336,45007515,3,-0.344639121,0.23242342,0.577062541,0.053110214,hypo,0
chr10,864116,864569,4,-0.344630903,0.342772843,0.687403746,0.061244603,hypo,0
chr3,187487526,187487992,4,0.344619219,0.577072733,0.232453514,0.059118808,hyper,0
chr5,110089559,110089819,5,-0.344563224,0.503803612,0.848366836,0.054830441,hypo,0
chr17,40581690,40581886,3,-0.344360484,0.495872495,0.840232979,0.055729122,hypo,0
chr6,26170015,26170115,3,-0.344257406,0.329757298,0.674014704,0.058219281,hypo,0
chr3,56715138,56715348,3,-0.344206691,0.579998112,0.924204803,0.056029518,hypo,0
chr7,17977935,17978049,3,-0.344192363,0.409157934,0.753350297,0.06207838,hypo,0
chr11,75773873,75774197,8,-0.344087397,0.534752301,0.878839698,0.061536688,hypo,0
chr15,67533697,67533977,4,-0.344040314,0.411077654,0.755117967,0.054266086,hypo,0
chr19,36584077,36584221,5,-0.343988118,0.554796063,0.898784181,0.065582145,hypo,0
chr9,3522556,3523132,5,-0.343959221,0.572373892,0.916333114,0.053273403,hypo,0
chr4,185316381,185316491,5,-0.343742507,0.310963958,0.654706465,0.06703018,hypo,0
chr12,12760014,12760377,7,-0.343741063,0.492358643,0.836099706,0.058681247,hypo,0
chr19,11549352,11549373,3,-0.343729058,0.35740942,0.701138478,0.067284892,hypo,0
chr2,201731709,201732200,12,0.343674569,0.505956148,0.162281579,0.065772601,hyper,0
chr5,114936711,114937065,4,-0.343516418,0.337840112,0.68135653,0.060170467,hypo,0
chr19,47356408,47356795,5,-0.343506938,0.583977859,0.927484796,0.061950093,hypo,0
chr3,136472342,136472652,5,-0.343435282,0.453054718,0.79649,0.055251278,hypo,0
chr1,53393752,53393931,10,0.34331007,0.644398495,0.301088425,0.058674907,hyper,0
chr16,3077950,3077996,3,-0.34322433,0.446655192,0.789879522,0.063198562,hypo,0
chr5,172333319,172333867,13,-0.343179827,0.430992862,0.774172689,0.059835381,hypo,0
chr12,776221,776351,4,-0.343087822,0.270773845,0.613861667,0.053655589,hypo,0
chr14,91876206,91876815,9,-0.342843121,0.417582998,0.760426119,0.054041392,hypo,0
chr15,67833174,67833416,5,-0.342590443,0.238206726,0.58079717,0.054026173,hypo,0
chr2,25824577,25824931,9,-0.342394512,0.547492591,0.889887102,0.052541477,hypo,0
chr9,108298042,108298182,3,-0.342175613,0.385673082,0.727848695,0.055907443,hypo,0
chr10,18947162,18947501,9,-0.342044057,0.221700271,0.563744327,0.055256349,hypo,0
chr19,55898727,55898848,4,-0.341810657,0.36182953,0.703640188,0.062280773,hypo,0
chr15,91099440,91100057,8,-0.341795403,0.281536738,0.623332141,0.05774507,hypo,0
chr1,51437578,51438156,6,-0.341775624,0.464712753,0.806488377,0.05871135,hypo,0
chr2,85147347,85147831,5,-0.341674251,0.236093134,0.577767384,0.057137837,hypo,0
chr11,995795,995836,3,-0.341328832,0.331224041,0.672552872,0.067057721,hypo,0
chr14,23003637,23004483,8,-0.341237536,0.388414217,0.729651753,0.055551695,hypo,0
chr18,56638660,56638910,5,-0.340999714,0.387040152,0.728039867,0.055852342,hypo,0
chr12,102252153,102252211,3,-0.340984504,0.398307712,0.739292216,0.057463509,hypo,0
chr1,25095858,25096264,3,-0.340976454,0.309554827,0.650531282,0.058954284,hypo,0
chr1,1760037,1760251,5,-0.340957478,0.337082625,0.678040102,0.059843717,hypo,0
chr17,47272458,47272718,8,-0.340936306,0.570013657,0.910949964,0.05574246,hypo,0
chr17,20687446,20687632,8,0.340732817,0.58590289,0.245170073,0.065185776,hyper,0
chr15,59662289,59662309,3,-0.340674066,0.423165492,0.763839558,0.058979255,hypo,0
chr6,31627511,31627678,7,-0.340574105,0.234283418,0.574857523,0.057195003,hypo,0
chr3,122281975,122282200,3,-0.340526332,0.299243104,0.639769436,0.057077268,hypo,0
